id,slug,title,status,published_date,category,type,word_count,affiliate_count,internal_links,累計PV,wp_url,notes
2237,konkatsu-40dai-josei-batsuichi,【2026年版】40代バツイチ女性の婚活完全ガイド｜再婚に強いアプリ・結婚相談所を比較,publish,2026-03-26,konkatsu,集客,,5,5,,https://otona-match.com/konkatsu-40dai-josei-batsuichi/,メインKW：婚活 40代 女性 バツイチ｜自動生成2026-03-26｜内部リンク3本追加2026-03-28
2238,konkatsu-30dai-dansei-nenshu,【2026年版】30代男性の婚活と年収の現実｜年収別おすすめ婚活戦略を徹底解説,publish,2026-03-26,konkatsu,集客,,5,5,,https://otona-match.com/konkatsu-30dai-dansei-nenshu/,メインKW：婚活 30代 男性 年収｜自動生成2026-03-26｜内部リンク3本追加2026-03-28
2239,30dai-dansei-konkatsu-app,【2026年最新】30代男性におすすめの婚活アプリ5選｜料金・年齢層・成婚率で比較,publish,2026-03-26,konkatsu,集客,,5,5,,https://otona-match.com/30dai-dansei-konkatsu-app/,メインKW：30代 男性 婚活 アプリ｜自動生成2026-03-26｜内部リンク3本追加2026-03-28
,konkatsu-30dai-dansei-fukusou,婚活の服装｜30代男性が女性から好印象を得るコーデ5選と失敗例【2026年版】,draft,,konkatsu,集客,,0,0,,articles/2026-03-27/article-konkatsu-30dai-dansei-fukusou.md,メインKW：婚活 30代 男性 服装｜新規作成2026-03-27
,matching-app-50dai-osusume-2026,【2026年最新】50代におすすめのマッチングアプリ7選｜料金・特徴・成功のコツを徹底比較,draft,,matching-apps,キラー,,0,0,,articles/matching-app-50dai-osusume-2026.md,メインKW：50代 マッチングアプリ おすすめ｜新規作成2026-03-23
,matching-app-shashin-torikata-dansei,マッチングアプリの写真の撮り方【男性版】いいねが3倍になるプロフィール写真のコツ10選,draft,,renai-technique,集客,,0,0,,articles/matching-app-shashin-torikata-dansei.md,メインKW：マッチングアプリ 写真 撮り方 男｜新規作成2026-03-23
,konkatsu-app-osusume-30dai-josei,婚活アプリおすすめ7選｜30代女性が本気で選ぶべきアプリを比較【2026年版】,draft,,konkatsu,キラー,4500,5,4,,articles/konkatsu-app-osusume-30dai-josei.html,メインKW：婚活アプリ おすすめ 30代 女性｜新規作成2026-03-28
,konkatsu-40dai-josei-genjitsu,婚活40代女性の現実｜データで見る厳しさと成功する5つの戦略【2026年版】,draft,,konkatsu,集客,4000,3,3,,articles/konkatsu-40dai-josei-genjitsu.html,メインKW：婚活 40代 女性 現実｜新規作成2026-03-28
,konkatsu-40dai-josei-jouken,婚活40代女性の条件設定｜高望みと現実のバランスを取る方法,draft,,konkatsu,集客,3500,2,3,,articles/konkatsu-40dai-josei-jouken.html,メインKW：婚活 40代 女性 条件｜新規作成2026-03-28
,konkatsu-30dai-dansei-kouhan,30代後半男性の婚活ガイド｜焦りを武器に変える戦略と成功のコツ,draft,,konkatsu,集客,3500,3,3,,articles/konkatsu-30dai-dansei-kouhan.html,メインKW：30代 後半 男性 婚活｜新規作成2026-03-28
,konkatsu-30dai-dansei-fukusou-v2,婚活30代男性の服装ガイド｜女性ウケする清潔感コーデと避けるべきNG例,draft,,konkatsu,集客,3500,1,3,,articles/konkatsu-30dai-dansei-fukusou.html,メインKW：婚活 30代 男性 服装｜新規作成2026-03-28（v2）
,konkatsu-houhou-30dai-dansei,婚活の方法まとめ｜30代男性が選べる5つの出会い方とメリット・デメリット,draft,,konkatsu,集客,3500,3,3,,articles/konkatsu-houhou-30dai-dansei.html,メインKW：婚活 方法 30代 男性｜新規作成2026-03-28
,konkatsu-30dai-dansei-kibishii,30代男性の婚活は厳しい？現実のデータと乗り越える4つのポイント,draft,,konkatsu,集客,3000,2,3,,articles/konkatsu-30dai-dansei-kibishii.html,メインKW：30代 婚活 厳しい 男性｜新規作成2026-03-28
,konkatsu-30dai-dansei-blog,婚活30代男性のリアル体験談まとめ｜ブログで語られる成功と失敗のパターン,draft,,konkatsu,集客,3000,1,3,,articles/konkatsu-30dai-dansei-blog.html,メインKW：婚活 30代 男性 ブログ｜新規作成2026-03-28
,konkatsu-40dai-josei-fukusou,婚活40代女性の服装ガイド｜お見合い・初デートで好印象を与えるコーデ術,draft,,konkatsu,集客,3000,0,3,,articles/konkatsu-40dai-josei-fukusou.html,メインKW：婚活 40代 女性 服装｜新規作成2026-03-28
,konkatsu-40dai-josei-mushoku,婚活40代女性・無職でも成婚できる？正直な現実と具体的な対策,draft,,konkatsu,集客,3000,2,3,,articles/konkatsu-40dai-josei-mushoku.html,メインKW：婚活 40代 女性 無職｜新規作成2026-03-28
,tapple-kaisha-hyouban,株式会社タップルの評判｜運営会社の信頼性・サービスの安全性を徹底調査,draft,,matching-apps,集客,3000,0,3,,articles/tapple-kaisha-hyouban.html,メインKW：株式会社 タップル 評判｜新規作成2026-03-28
,marrish-kaisha-hyouban,株式会社マリッシュの評判｜運営会社の安全性・信頼性を徹底調査,draft,,matching-apps,集客,3000,1,3,,articles/marrish-kaisha-hyouban.html,メインKW：株式会社 マリッシュ 評判｜新規作成2026-03-28
,deaikei-marrish-hyouban,出会い系としてのマリッシュの評判｜他の出会い系サイトとの違いを比較,draft,,deaikei,集客,3000,2,3,,articles/deaikei-marrish-hyouban.html,メインKW：出会い系 マリッシュ 評判｜新規作成2026-03-28
,omiai-kaisha-hyouban,株式会社Omiaiの評判｜運営会社の信頼性と過去の情報流出問題を検証,draft,,matching-apps,集客,3000,0,3,,articles/omiai-kaisha-hyouban.html,メインKW：株式会社 omiai 評判｜新規作成2026-03-28
,pairs-hyouban-kuchikomi,ペアーズの評判・口コミを徹底調査｜2026年最新の利用者レビューまとめ,draft,,matching-apps,集客,3500,1,3,,articles/pairs-hyouban-kuchikomi.html,メインKW：マッチング アプリ ペアーズ 評判｜新規作成2026-03-28
,tapple-standard-plan-hyouban,タップルのスタンダードプランの評判｜料金・機能・無料との違いを徹底比較,draft,,matching-apps,集客,3000,0,3,,articles/tapple-standard-plan-hyouban.html,メインKW：タップル スタンダード プラン 評判｜新規作成2026-03-28
990,d3-dine-review,【D3に名称変更】D3（旧Dine）の評判｜デート直結型アプリのメリット・デメリット,publish,2026-03-20,matching-apps,集客,,,,,https://otona-match.com/d3-dine-review/,サイトマップ修復追加 2026-03-28
1073,matching-app-shashin-dansei-kotsut,マッチングアプリの写真で男性がモテるコツ｜撮り方・選び方・NG例を解説,publish,2026-03-22,renai-technique,集客,,,,,https://otona-match.com/matching-app-shashin-dansei-kotsut/,サイトマップ修復追加 2026-03-28
1076,matching-app-20dai-osusume,20代におすすめのマッチングアプリ7選｜恋活・婚活別を全項目で徹底比較【2026年最新】,publish,2026-03-23,matching-apps,集客,,,,,https://otona-match.com/matching-app-20dai-osusume/,サイトマップ修復追加 2026-03-28
1149,matching-app-profile-dansei-reibun,マッチングアプリのプロフィール例文【男性向け】好印象な自己紹介の書き方,publish,2026-03-23,renai-technique,集客,,,,,https://otona-match.com/matching-app-profile-dansei-reibun/,サイトマップ修復追加 2026-03-28
1162,kekkon-soudan-muryou-osusume,【2026年】無料で始められる結婚相談所おすすめ5選｜初期費用0円で婚活スタート,publish,2026-03-23,konkatsu,集客,,,,,https://otona-match.com/kekkon-soudan-muryou-osusume/,サイトマップ修復追加 2026-03-28
1268,matching-app-anzen-miwakekata,マッチングアプリの安全な見分け方｜危険人物・業者を避ける方法,publish,2026-03-23,safety,集客,,,,,https://otona-match.com/matching-app-anzen-miwakekata/,サイトマップ修復追加 2026-03-28
1269,matching-app-hatsu-date-basho-30dai,【2026年】マッチングアプリの初デートの場所選び｜30代が失敗しないおすすめスポット,publish,2026-03-23,renai-technique,集客,,,,,https://otona-match.com/matching-app-hatsu-date-basho-30dai/,サイトマップ修復追加 2026-03-28
1811,naco-do-review-3,naco-do（ナコード）の評判・口コミ｜オンライン結婚相談所の実力を利用者300人の声で検証【2026年最新】,publish,2026-03-25,konkatsu,集客,,,,,https://otona-match.com/naco-do-review-3/,サイトマップ修復追加 2026-03-28
1812,wellsma-review-3,"ウェルスマの評判・口コミ｜月額9,800円〜のオンライン結婚相談所を徹底レビュー【2026年最新】",publish,2026-03-25,konkatsu,集客,,,,,https://otona-match.com/wellsma-review-3/,サイトマップ修復追加 2026-03-28
1814,subsuku-konkatsu-review-3,サブスク婚活の評判・口コミ｜月額定額制の結婚相談所を徹底レビュー【2026年最新】,publish,2026-03-25,konkatsu,集客,,,,,https://otona-match.com/subsuku-konkatsu-review-3/,サイトマップ修復追加 2026-03-28
