TITLE,DESCRIPTION,PRICE,QUANTITY,TAGS,MATERIALS,WHO_MADE,IS_SUPPLY,WHEN_MADE,CATEGORY,SHIPPING_PROFILE,SECTION,VARIATION_1_NAME,VARIATION_1_VALUES,SKU,DESIGN_ID,PRODUCT_TYPE,NICHE
Forest Bathing Art Print | Wall Decor Poster | Japanese Zen Gift,"✦ FOREST BATHING

A refreshing, healing design from the AsuInk Japanese Zen collection.

✦ PERFECT FOR:
• Fans of shinrin yoku
• Fans of forest bathing
• Fans of bamboo
• Fans of nature therapy
• Fans of japanese


✦ PRODUCT DETAILS:
• Premium matte poster paper
• Available: 8×10, 11×14, 16×20, 18×24, 24×36 inches
• Fade-resistant print
• Ships in protective tube
• Unframed

✦ SHIPPING:
All items are printed on demand. Please allow 3-7 business days for production + shipping time.

All sales are final for custom print-on-demand items unless damaged/defective.",19.99,999,"shinrin yoku, forest bathing, bamboo, nature therapy, japanese, wall art, art print, home decor, poster print","Cotton, Ceramic, Poster Paper",i_did,FALSE,made_to_order,Art & Collectibles > Prints > Digital Prints,Standard Shipping,Japanese Zen Collection,Size,"8x10, 11x14, 16x20, 18x24, 24x36",ASUINK-D10-PO,D10,Art Print,Japanese Zen
Paraguay Map Art T-Shirt | Unisex Cotton Tee | South America Gift,"✦ PARAGUAY MAP ART

A proud, cultural design from the AsuInk South America collection.

✦ PERFECT FOR:
• Fans of paraguay
• Fans of south america
• Fans of map art
• Fans of guarani
• Fans of travel


✦ PRODUCT DETAILS:
• Unisex fitted tee
• 100% combed ringspun cotton
• Shoulder-to-shoulder taping, side-seamed
• Sizes: XS–3XL
• Machine wash cold, tumble dry low

✦ SHIPPING:
All items are printed on demand. Please allow 3-7 business days for production + shipping time.

All sales are final for custom print-on-demand items unless damaged/defective.",24.99,999,"paraguay, south america, map art, guarani, travel, unisex tshirt, cotton tee, graphic tee, gift tshirt","Cotton, Ceramic, Poster Paper",i_did,FALSE,made_to_order,Clothing > Shirts & Tops > T-Shirts,Standard Shipping,South America Collection,Size,"XS, S, M, L, XL, 2XL, 3XL",ASUINK-D11-TS,D11,Unisex T-Shirt,South America
Paraguay Map Art Coffee Mug | 11oz Ceramic Cup | South America Gift,"✦ PARAGUAY MAP ART

A proud, cultural design from the AsuInk South America collection.

✦ PERFECT FOR:
• Fans of paraguay
• Fans of south america
• Fans of map art
• Fans of guarani
• Fans of travel


✦ PRODUCT DETAILS:
• 11 fl oz ceramic mug
• Lead and BPA-free
• Dishwasher and microwave safe
• Available in white or black

✦ SHIPPING:
All items are printed on demand. Please allow 3-7 business days for production + shipping time.

All sales are final for custom print-on-demand items unless damaged/defective.",17.99,999,"paraguay, south america, map art, guarani, travel, coffee mug, ceramic mug, tea mug, gift mug","Cotton, Ceramic, Poster Paper",i_did,FALSE,made_to_order,Home & Living > Kitchen & Dining > Mugs,Standard Shipping,South America Collection,Color,"White, Black",ASUINK-D11-MU,D11,Coffee Mug,South America
Paraguay Map Art Art Print | Wall Decor Poster | South America Gift,"✦ PARAGUAY MAP ART

A proud, cultural design from the AsuInk South America collection.

✦ PERFECT FOR:
• Fans of paraguay
• Fans of south america
• Fans of map art
• Fans of guarani
• Fans of travel


✦ PRODUCT DETAILS:
• Premium matte poster paper
• Available: 8×10, 11×14, 16×20, 18×24, 24×36 inches
• Fade-resistant print
• Ships in protective tube
• Unframed

✦ SHIPPING:
All items are printed on demand. Please allow 3-7 business days for production + shipping time.

All sales are final for custom print-on-demand items unless damaged/defective.",19.99,999,"paraguay, south america, map art, guarani, travel, wall art, art print, home decor, poster print","Cotton, Ceramic, Poster Paper",i_did,FALSE,made_to_order,Art & Collectibles > Prints > Digital Prints,Standard Shipping,South America Collection,Size,"8x10, 11x14, 16x20, 18x24, 24x36",ASUINK-D11-PO,D11,Art Print,South America
Mate Culture T-Shirt | Unisex Cotton Tee | South America Gift,"✦ MATE CULTURE

A warm, social design from the AsuInk South America collection.

✦ PERFECT FOR:
• Fans of mate
• Fans of yerba mate
• Fans of south america
• Fans of paraguay
• Fans of latin culture


✦ PRODUCT DETAILS:
• Unisex fitted tee
• 100% combed ringspun cotton
• Shoulder-to-shoulder taping, side-seamed
• Sizes: XS–3XL
• Machine wash cold, tumble dry low

✦ SHIPPING:
All items are printed on demand. Please allow 3-7 business days for production + shipping time.

All sales are final for custom print-on-demand items unless damaged/defective.",24.99,999,"mate, yerba mate, south america, paraguay, latin culture, unisex tshirt, cotton tee, graphic tee, gift tshirt","Cotton, Ceramic, Poster Paper",i_did,FALSE,made_to_order,Clothing > Shirts & Tops > T-Shirts,Standard Shipping,South America Collection,Size,"XS, S, M, L, XL, 2XL, 3XL",ASUINK-D12-TS,D12,Unisex T-Shirt,South America
Mate Culture Coffee Mug | 11oz Ceramic Cup | South America Gift,"✦ MATE CULTURE

A warm, social design from the AsuInk South America collection.

✦ PERFECT FOR:
• Fans of mate
• Fans of yerba mate
• Fans of south america
• Fans of paraguay
• Fans of latin culture


✦ PRODUCT DETAILS:
• 11 fl oz ceramic mug
• Lead and BPA-free
• Dishwasher and microwave safe
• Available in white or black

✦ SHIPPING:
All items are printed on demand. Please allow 3-7 business days for production + shipping time.

All sales are final for custom print-on-demand items unless damaged/defective.",17.99,999,"mate, yerba mate, south america, paraguay, latin culture, coffee mug, ceramic mug, tea mug, gift mug","Cotton, Ceramic, Poster Paper",i_did,FALSE,made_to_order,Home & Living > Kitchen & Dining > Mugs,Standard Shipping,South America Collection,Color,"White, Black",ASUINK-D12-MU,D12,Coffee Mug,South America
Mate Culture Art Print | Wall Decor Poster | South America Gift,"✦ MATE CULTURE

A warm, social design from the AsuInk South America collection.

✦ PERFECT FOR:
• Fans of mate
• Fans of yerba mate
• Fans of south america
• Fans of paraguay
• Fans of latin culture


✦ PRODUCT DETAILS:
• Premium matte poster paper
• Available: 8×10, 11×14, 16×20, 18×24, 24×36 inches
• Fade-resistant print
• Ships in protective tube
• Unframed

✦ SHIPPING:
All items are printed on demand. Please allow 3-7 business days for production + shipping time.

All sales are final for custom print-on-demand items unless damaged/defective.",19.99,999,"mate, yerba mate, south america, paraguay, latin culture, wall art, art print, home decor, poster print","Cotton, Ceramic, Poster Paper",i_did,FALSE,made_to_order,Art & Collectibles > Prints > Digital Prints,Standard Shipping,South America Collection,Size,"8x10, 11x14, 16x20, 18x24, 24x36",ASUINK-D12-PO,D12,Art Print,South America
Iguazu Falls T-Shirt | Unisex Cotton Tee | South America Gift,"✦ IGUAZU FALLS

A powerful, awe-inspiring design from the AsuInk South America collection.

✦ PERFECT FOR:
• Fans of iguazu falls
• Fans of south america wonder
• Fans of waterfall
• Fans of travel
• Fans of nature


✦ PRODUCT DETAILS:
• Unisex fitted tee
• 100% combed ringspun cotton
• Shoulder-to-shoulder taping, side-seamed
• Sizes: XS–3XL
• Machine wash cold, tumble dry low

✦ SHIPPING:
All items are printed on demand. Please allow 3-7 business days for production + shipping time.

All sales are final for custom print-on-demand items unless damaged/defective.",24.99,999,"iguazu falls, south america wonder, waterfall, travel, nature, unisex tshirt, cotton tee, graphic tee, gift tshirt","Cotton, Ceramic, Poster Paper",i_did,FALSE,made_to_order,Clothing > Shirts & Tops > T-Shirts,Standard Shipping,South America Collection,Size,"XS, S, M, L, XL, 2XL, 3XL",ASUINK-D13-TS,D13,Unisex T-Shirt,South America
Iguazu Falls Coffee Mug | 11oz Ceramic Cup | South America Gift,"✦ IGUAZU FALLS

A powerful, awe-inspiring design from the AsuInk South America collection.

✦ PERFECT FOR:
• Fans of iguazu falls
• Fans of south america wonder
• Fans of waterfall
• Fans of travel
• Fans of nature


✦ PRODUCT DETAILS:
• 11 fl oz ceramic mug
• Lead and BPA-free
• Dishwasher and microwave safe
• Available in white or black

✦ SHIPPING:
All items are printed on demand. Please allow 3-7 business days for production + shipping time.

All sales are final for custom print-on-demand items unless damaged/defective.",17.99,999,"iguazu falls, south america wonder, waterfall, travel, nature, coffee mug, ceramic mug, tea mug, gift mug","Cotton, Ceramic, Poster Paper",i_did,FALSE,made_to_order,Home & Living > Kitchen & Dining > Mugs,Standard Shipping,South America Collection,Color,"White, Black",ASUINK-D13-MU,D13,Coffee Mug,South America
Iguazu Falls Art Print | Wall Decor Poster | South America Gift,"✦ IGUAZU FALLS

A powerful, awe-inspiring design from the AsuInk South America collection.

✦ PERFECT FOR:
• Fans of iguazu falls
• Fans of south america wonder
• Fans of waterfall
• Fans of travel
• Fans of nature


✦ PRODUCT DETAILS:
• Premium matte poster paper
• Available: 8×10, 11×14, 16×20, 18×24, 24×36 inches
• Fade-resistant print
• Ships in protective tube
• Unframed

✦ SHIPPING:
All items are printed on demand. Please allow 3-7 business days for production + shipping time.

All sales are final for custom print-on-demand items unless damaged/defective.",19.99,999,"iguazu falls, south america wonder, waterfall, travel, nature, wall art, art print, home decor, poster print","Cotton, Ceramic, Poster Paper",i_did,FALSE,made_to_order,Art & Collectibles > Prints > Digital Prints,Standard Shipping,South America Collection,Size,"8x10, 11x14, 16x20, 18x24, 24x36",ASUINK-D13-PO,D13,Art Print,South America
Condor Silhouette T-Shirt | Unisex Cotton Tee | South America Gift,"✦ CONDOR SILHOUETTE

A free, soaring design from the AsuInk South America collection.

✦ PERFECT FOR:
• Fans of condor
• Fans of andes
• Fans of libre
• Fans of freedom
• Fans of south america


✦ PRODUCT DETAILS:
• Unisex fitted tee
• 100% combed ringspun cotton
• Shoulder-to-shoulder taping, side-seamed
• Sizes: XS–3XL
• Machine wash cold, tumble dry low

✦ SHIPPING:
All items are printed on demand. Please allow 3-7 business days for production + shipping time.

All sales are final for custom print-on-demand items unless damaged/defective.",24.99,999,"condor, andes, libre, freedom, south america, unisex tshirt, cotton tee, graphic tee, gift tshirt","Cotton, Ceramic, Poster Paper",i_did,FALSE,made_to_order,Clothing > Shirts & Tops > T-Shirts,Standard Shipping,South America Collection,Size,"XS, S, M, L, XL, 2XL, 3XL",ASUINK-D14-TS,D14,Unisex T-Shirt,South America
Condor Silhouette Coffee Mug | 11oz Ceramic Cup | South America Gift,"✦ CONDOR SILHOUETTE

A free, soaring design from the AsuInk South America collection.

✦ PERFECT FOR:
• Fans of condor
• Fans of andes
• Fans of libre
• Fans of freedom
• Fans of south america


✦ PRODUCT DETAILS:
• 11 fl oz ceramic mug
• Lead and BPA-free
• Dishwasher and microwave safe
• Available in white or black

✦ SHIPPING:
All items are printed on demand. Please allow 3-7 business days for production + shipping time.

All sales are final for custom print-on-demand items unless damaged/defective.",17.99,999,"condor, andes, libre, freedom, south america, coffee mug, ceramic mug, tea mug, gift mug","Cotton, Ceramic, Poster Paper",i_did,FALSE,made_to_order,Home & Living > Kitchen & Dining > Mugs,Standard Shipping,South America Collection,Color,"White, Black",ASUINK-D14-MU,D14,Coffee Mug,South America
Condor Silhouette Art Print | Wall Decor Poster | South America Gift,"✦ CONDOR SILHOUETTE

A free, soaring design from the AsuInk South America collection.

✦ PERFECT FOR:
• Fans of condor
• Fans of andes
• Fans of libre
• Fans of freedom
• Fans of south america


✦ PRODUCT DETAILS:
• Premium matte poster paper
• Available: 8×10, 11×14, 16×20, 18×24, 24×36 inches
• Fade-resistant print
• Ships in protective tube
• Unframed

✦ SHIPPING:
All items are printed on demand. Please allow 3-7 business days for production + shipping time.

All sales are final for custom print-on-demand items unless damaged/defective.",19.99,999,"condor, andes, libre, freedom, south america, wall art, art print, home decor, poster print","Cotton, Ceramic, Poster Paper",i_did,FALSE,made_to_order,Art & Collectibles > Prints > Digital Prints,Standard Shipping,South America Collection,Size,"8x10, 11x14, 16x20, 18x24, 24x36",ASUINK-D14-PO,D14,Art Print,South America
Guarani Pattern T-Shirt | Unisex Cotton Tee | South America Gift,"✦ GUARANI PATTERN

A rich, cultural design from the AsuInk South America collection.

✦ PERFECT FOR:
• Fans of guarani pattern
• Fans of indigenous art
• Fans of south america
• Fans of tribal
• Fans of ethnic


✦ PRODUCT DETAILS:
• Unisex fitted tee
• 100% combed ringspun cotton
• Shoulder-to-shoulder taping, side-seamed
• Sizes: XS–3XL
• Machine wash cold, tumble dry low

✦ SHIPPING:
All items are printed on demand. Please allow 3-7 business days for production + shipping time.

All sales are final for custom print-on-demand items unless damaged/defective.",24.99,999,"guarani pattern, indigenous art, south america, tribal, ethnic, unisex tshirt, cotton tee, graphic tee, gift tshirt","Cotton, Ceramic, Poster Paper",i_did,FALSE,made_to_order,Clothing > Shirts & Tops > T-Shirts,Standard Shipping,South America Collection,Size,"XS, S, M, L, XL, 2XL, 3XL",ASUINK-D15-TS,D15,Unisex T-Shirt,South America
Guarani Pattern Coffee Mug | 11oz Ceramic Cup | South America Gift,"✦ GUARANI PATTERN

A rich, cultural design from the AsuInk South America collection.

✦ PERFECT FOR:
• Fans of guarani pattern
• Fans of indigenous art
• Fans of south america
• Fans of tribal
• Fans of ethnic


✦ PRODUCT DETAILS:
• 11 fl oz ceramic mug
• Lead and BPA-free
• Dishwasher and microwave safe
• Available in white or black

✦ SHIPPING:
All items are printed on demand. Please allow 3-7 business days for production + shipping time.

All sales are final for custom print-on-demand items unless damaged/defective.",17.99,999,"guarani pattern, indigenous art, south america, tribal, ethnic, coffee mug, ceramic mug, tea mug, gift mug","Cotton, Ceramic, Poster Paper",i_did,FALSE,made_to_order,Home & Living > Kitchen & Dining > Mugs,Standard Shipping,South America Collection,Color,"White, Black",ASUINK-D15-MU,D15,Coffee Mug,South America
Guarani Pattern Art Print | Wall Decor Poster | South America Gift,"✦ GUARANI PATTERN

A rich, cultural design from the AsuInk South America collection.

✦ PERFECT FOR:
• Fans of guarani pattern
• Fans of indigenous art
• Fans of south america
• Fans of tribal
• Fans of ethnic


✦ PRODUCT DETAILS:
• Premium matte poster paper
• Available: 8×10, 11×14, 16×20, 18×24, 24×36 inches
• Fade-resistant print
• Ships in protective tube
• Unframed

✦ SHIPPING:
All items are printed on demand. Please allow 3-7 business days for production + shipping time.

All sales are final for custom print-on-demand items unless damaged/defective.",19.99,999,"guarani pattern, indigenous art, south america, tribal, ethnic, wall art, art print, home decor, poster print","Cotton, Ceramic, Poster Paper",i_did,FALSE,made_to_order,Art & Collectibles > Prints > Digital Prints,Standard Shipping,South America Collection,Size,"8x10, 11x14, 16x20, 18x24, 24x36",ASUINK-D15-PO,D15,Art Print,South America
Asuncion Skyline T-Shirt | Unisex Cotton Tee | South America Gift,"✦ ASUNCION SKYLINE

A urban, proud design from the AsuInk South America collection.

✦ PERFECT FOR:
• Fans of asuncion
• Fans of paraguay city
• Fans of skyline
• Fans of travel
• Fans of south america


✦ PRODUCT DETAILS:
• Unisex fitted tee
• 100% combed ringspun cotton
• Shoulder-to-shoulder taping, side-seamed
• Sizes: XS–3XL
• Machine wash cold, tumble dry low

✦ SHIPPING:
All items are printed on demand. Please allow 3-7 business days for production + shipping time.

All sales are final for custom print-on-demand items unless damaged/defective.",24.99,999,"asuncion, paraguay city, skyline, travel, south america, unisex tshirt, cotton tee, graphic tee, gift tshirt","Cotton, Ceramic, Poster Paper",i_did,FALSE,made_to_order,Clothing > Shirts & Tops > T-Shirts,Standard Shipping,South America Collection,Size,"XS, S, M, L, XL, 2XL, 3XL",ASUINK-D16-TS,D16,Unisex T-Shirt,South America
Asuncion Skyline Coffee Mug | 11oz Ceramic Cup | South America Gift,"✦ ASUNCION SKYLINE

A urban, proud design from the AsuInk South America collection.

✦ PERFECT FOR:
• Fans of asuncion
• Fans of paraguay city
• Fans of skyline
• Fans of travel
• Fans of south america


✦ PRODUCT DETAILS:
• 11 fl oz ceramic mug
• Lead and BPA-free
• Dishwasher and microwave safe
• Available in white or black

✦ SHIPPING:
All items are printed on demand. Please allow 3-7 business days for production + shipping time.

All sales are final for custom print-on-demand items unless damaged/defective.",17.99,999,"asuncion, paraguay city, skyline, travel, south america, coffee mug, ceramic mug, tea mug, gift mug","Cotton, Ceramic, Poster Paper",i_did,FALSE,made_to_order,Home & Living > Kitchen & Dining > Mugs,Standard Shipping,South America Collection,Color,"White, Black",ASUINK-D16-MU,D16,Coffee Mug,South America
Asuncion Skyline Art Print | Wall Decor Poster | South America Gift,"✦ ASUNCION SKYLINE

A urban, proud design from the AsuInk South America collection.

✦ PERFECT FOR:
• Fans of asuncion
• Fans of paraguay city
• Fans of skyline
• Fans of travel
• Fans of south america


✦ PRODUCT DETAILS:
• Premium matte poster paper
• Available: 8×10, 11×14, 16×20, 18×24, 24×36 inches
• Fade-resistant print
• Ships in protective tube
• Unframed

✦ SHIPPING:
All items are printed on demand. Please allow 3-7 business days for production + shipping time.

All sales are final for custom print-on-demand items unless damaged/defective.",19.99,999,"asuncion, paraguay city, skyline, travel, south america, wall art, art print, home decor, poster print","Cotton, Ceramic, Poster Paper",i_did,FALSE,made_to_order,Art & Collectibles > Prints > Digital Prints,Standard Shipping,South America Collection,Size,"8x10, 11x14, 16x20, 18x24, 24x36",ASUINK-D16-PO,D16,Art Print,South America
Expat Life T-Shirt | Unisex Cotton Tee | South America Gift,"✦ EXPAT LIFE

A adventurous, free design from the AsuInk South America collection.

✦ PERFECT FOR:
• Fans of expat life
• Fans of citizen of world
• Fans of travel
• Fans of nomad
• Fans of globe


✦ PRODUCT DETAILS:
• Unisex fitted tee
• 100% combed ringspun cotton
• Shoulder-to-shoulder taping, side-seamed
• Sizes: XS–3XL
• Machine wash cold, tumble dry low

✦ SHIPPING:
All items are printed on demand. Please allow 3-7 business days for production + shipping time.

All sales are final for custom print-on-demand items unless damaged/defective.",24.99,999,"expat life, citizen of world, travel, nomad, globe, unisex tshirt, cotton tee, graphic tee, gift tshirt","Cotton, Ceramic, Poster Paper",i_did,FALSE,made_to_order,Clothing > Shirts & Tops > T-Shirts,Standard Shipping,South America Collection,Size,"XS, S, M, L, XL, 2XL, 3XL",ASUINK-D17-TS,D17,Unisex T-Shirt,South America
Expat Life Coffee Mug | 11oz Ceramic Cup | South America Gift,"✦ EXPAT LIFE

A adventurous, free design from the AsuInk South America collection.

✦ PERFECT FOR:
• Fans of expat life
• Fans of citizen of world
• Fans of travel
• Fans of nomad
• Fans of globe


✦ PRODUCT DETAILS:
• 11 fl oz ceramic mug
• Lead and BPA-free
• Dishwasher and microwave safe
• Available in white or black

✦ SHIPPING:
All items are printed on demand. Please allow 3-7 business days for production + shipping time.

All sales are final for custom print-on-demand items unless damaged/defective.",17.99,999,"expat life, citizen of world, travel, nomad, globe, coffee mug, ceramic mug, tea mug, gift mug","Cotton, Ceramic, Poster Paper",i_did,FALSE,made_to_order,Home & Living > Kitchen & Dining > Mugs,Standard Shipping,South America Collection,Color,"White, Black",ASUINK-D17-MU,D17,Coffee Mug,South America
Expat Life Art Print | Wall Decor Poster | South America Gift,"✦ EXPAT LIFE

A adventurous, free design from the AsuInk South America collection.

✦ PERFECT FOR:
• Fans of expat life
• Fans of citizen of world
• Fans of travel
• Fans of nomad
• Fans of globe


✦ PRODUCT DETAILS:
• Premium matte poster paper
• Available: 8×10, 11×14, 16×20, 18×24, 24×36 inches
• Fade-resistant print
• Ships in protective tube
• Unframed

✦ SHIPPING:
All items are printed on demand. Please allow 3-7 business days for production + shipping time.

All sales are final for custom print-on-demand items unless damaged/defective.",19.99,999,"expat life, citizen of world, travel, nomad, globe, wall art, art print, home decor, poster print","Cotton, Ceramic, Poster Paper",i_did,FALSE,made_to_order,Art & Collectibles > Prints > Digital Prints,Standard Shipping,South America Collection,Size,"8x10, 11x14, 16x20, 18x24, 24x36",ASUINK-D17-PO,D17,Art Print,South America
Tropical Parrot T-Shirt | Unisex Cotton Tee | South America Gift,"✦ TROPICAL PARROT

A vibrant, lively design from the AsuInk South America collection.

✦ PERFECT FOR:
• Fans of tropical parrot
• Fans of macaw
• Fans of tropical
• Fans of colorful
• Fans of rainforest


✦ PRODUCT DETAILS:
• Unisex fitted tee
• 100% combed ringspun cotton
• Shoulder-to-shoulder taping, side-seamed
• Sizes: XS–3XL
• Machine wash cold, tumble dry low

✦ SHIPPING:
All items are printed on demand. Please allow 3-7 business days for production + shipping time.

All sales are final for custom print-on-demand items unless damaged/defective.",24.99,999,"tropical parrot, macaw, tropical, colorful, rainforest, unisex tshirt, cotton tee, graphic tee, gift tshirt","Cotton, Ceramic, Poster Paper",i_did,FALSE,made_to_order,Clothing > Shirts & Tops > T-Shirts,Standard Shipping,South America Collection,Size,"XS, S, M, L, XL, 2XL, 3XL",ASUINK-D18-TS,D18,Unisex T-Shirt,South America
Tropical Parrot Coffee Mug | 11oz Ceramic Cup | South America Gift,"✦ TROPICAL PARROT

A vibrant, lively design from the AsuInk South America collection.

✦ PERFECT FOR:
• Fans of tropical parrot
• Fans of macaw
• Fans of tropical
• Fans of colorful
• Fans of rainforest


✦ PRODUCT DETAILS:
• 11 fl oz ceramic mug
• Lead and BPA-free
• Dishwasher and microwave safe
• Available in white or black

✦ SHIPPING:
All items are printed on demand. Please allow 3-7 business days for production + shipping time.

All sales are final for custom print-on-demand items unless damaged/defective.",17.99,999,"tropical parrot, macaw, tropical, colorful, rainforest, coffee mug, ceramic mug, tea mug, gift mug","Cotton, Ceramic, Poster Paper",i_did,FALSE,made_to_order,Home & Living > Kitchen & Dining > Mugs,Standard Shipping,South America Collection,Color,"White, Black",ASUINK-D18-MU,D18,Coffee Mug,South America
Tropical Parrot Art Print | Wall Decor Poster | South America Gift,"✦ TROPICAL PARROT

A vibrant, lively design from the AsuInk South America collection.

✦ PERFECT FOR:
• Fans of tropical parrot
• Fans of macaw
• Fans of tropical
• Fans of colorful
• Fans of rainforest


✦ PRODUCT DETAILS:
• Premium matte poster paper
• Available: 8×10, 11×14, 16×20, 18×24, 24×36 inches
• Fade-resistant print
• Ships in protective tube
• Unframed

✦ SHIPPING:
All items are printed on demand. Please allow 3-7 business days for production + shipping time.

All sales are final for custom print-on-demand items unless damaged/defective.",19.99,999,"tropical parrot, macaw, tropical, colorful, rainforest, wall art, art print, home decor, poster print","Cotton, Ceramic, Poster Paper",i_did,FALSE,made_to_order,Art & Collectibles > Prints > Digital Prints,Standard Shipping,South America Collection,Size,"8x10, 11x14, 16x20, 18x24, 24x36",ASUINK-D18-PO,D18,Art Print,South America
Dulce de Leche T-Shirt | Unisex Cotton Tee | South America Gift,"✦ DULCE DE LECHE

A sweet, playful design from the AsuInk South America collection.

✦ PERFECT FOR:
• Fans of dulce de leche
• Fans of caramel
• Fans of latin food
• Fans of sweet
• Fans of foodie


✦ PRODUCT DETAILS:
• Unisex fitted tee
• 100% combed ringspun cotton
• Shoulder-to-shoulder taping, side-seamed
• Sizes: XS–3XL
• Machine wash cold, tumble dry low

✦ SHIPPING:
All items are printed on demand. Please allow 3-7 business days for production + shipping time.

All sales are final for custom print-on-demand items unless damaged/defective.",24.99,999,"dulce de leche, caramel, latin food, sweet, foodie, unisex tshirt, cotton tee, graphic tee, gift tshirt","Cotton, Ceramic, Poster Paper",i_did,FALSE,made_to_order,Clothing > Shirts & Tops > T-Shirts,Standard Shipping,South America Collection,Size,"XS, S, M, L, XL, 2XL, 3XL",ASUINK-D19-TS,D19,Unisex T-Shirt,South America
Dulce de Leche Coffee Mug | 11oz Ceramic Cup | South America Gift,"✦ DULCE DE LECHE

A sweet, playful design from the AsuInk South America collection.

✦ PERFECT FOR:
• Fans of dulce de leche
• Fans of caramel
• Fans of latin food
• Fans of sweet
• Fans of foodie


✦ PRODUCT DETAILS:
• 11 fl oz ceramic mug
• Lead and BPA-free
• Dishwasher and microwave safe
• Available in white or black

✦ SHIPPING:
All items are printed on demand. Please allow 3-7 business days for production + shipping time.

All sales are final for custom print-on-demand items unless damaged/defective.",17.99,999,"dulce de leche, caramel, latin food, sweet, foodie, coffee mug, ceramic mug, tea mug, gift mug","Cotton, Ceramic, Poster Paper",i_did,FALSE,made_to_order,Home & Living > Kitchen & Dining > Mugs,Standard Shipping,South America Collection,Color,"White, Black",ASUINK-D19-MU,D19,Coffee Mug,South America
Dulce de Leche Art Print | Wall Decor Poster | South America Gift,"✦ DULCE DE LECHE

A sweet, playful design from the AsuInk South America collection.

✦ PERFECT FOR:
• Fans of dulce de leche
• Fans of caramel
• Fans of latin food
• Fans of sweet
• Fans of foodie


✦ PRODUCT DETAILS:
• Premium matte poster paper
• Available: 8×10, 11×14, 16×20, 18×24, 24×36 inches
• Fade-resistant print
• Ships in protective tube
• Unframed

✦ SHIPPING:
All items are printed on demand. Please allow 3-7 business days for production + shipping time.

All sales are final for custom print-on-demand items unless damaged/defective.",19.99,999,"dulce de leche, caramel, latin food, sweet, foodie, wall art, art print, home decor, poster print","Cotton, Ceramic, Poster Paper",i_did,FALSE,made_to_order,Art & Collectibles > Prints > Digital Prints,Standard Shipping,South America Collection,Size,"8x10, 11x14, 16x20, 18x24, 24x36",ASUINK-D19-PO,D19,Art Print,South America
South American Sunset T-Shirt | Unisex Cotton Tee | South America Gift,"✦ SOUTH AMERICAN SUNSET

A nostalgic, wanderlust design from the AsuInk South America collection.

✦ PERFECT FOR:
• Fans of pampas sunset
• Fans of south america
• Fans of travel poster
• Fans of retro
• Fans of adventure


✦ PRODUCT DETAILS:
• Unisex fitted tee
• 100% combed ringspun cotton
• Shoulder-to-shoulder taping, side-seamed
• Sizes: XS–3XL
• Machine wash cold, tumble dry low

✦ SHIPPING:
All items are printed on demand. Please allow 3-7 business days for production + shipping time.

All sales are final for custom print-on-demand items unless damaged/defective.",24.99,999,"pampas sunset, south america, travel poster, retro, adventure, unisex tshirt, cotton tee, graphic tee, gift tshirt","Cotton, Ceramic, Poster Paper",i_did,FALSE,made_to_order,Clothing > Shirts & Tops > T-Shirts,Standard Shipping,South America Collection,Size,"XS, S, M, L, XL, 2XL, 3XL",ASUINK-D20-TS,D20,Unisex T-Shirt,South America
South American Sunset Coffee Mug | 11oz Ceramic Cup | South America Gift,"✦ SOUTH AMERICAN SUNSET

A nostalgic, wanderlust design from the AsuInk South America collection.

✦ PERFECT FOR:
• Fans of pampas sunset
• Fans of south america
• Fans of travel poster
• Fans of retro
• Fans of adventure


✦ PRODUCT DETAILS:
• 11 fl oz ceramic mug
• Lead and BPA-free
• Dishwasher and microwave safe
• Available in white or black

✦ SHIPPING:
All items are printed on demand. Please allow 3-7 business days for production + shipping time.

All sales are final for custom print-on-demand items unless damaged/defective.",17.99,999,"pampas sunset, south america, travel poster, retro, adventure, coffee mug, ceramic mug, tea mug, gift mug","Cotton, Ceramic, Poster Paper",i_did,FALSE,made_to_order,Home & Living > Kitchen & Dining > Mugs,Standard Shipping,South America Collection,Color,"White, Black",ASUINK-D20-MU,D20,Coffee Mug,South America
South American Sunset Art Print | Wall Decor Poster | South America Gift,"✦ SOUTH AMERICAN SUNSET

A nostalgic, wanderlust design from the AsuInk South America collection.

✦ PERFECT FOR:
• Fans of pampas sunset
• Fans of south america
• Fans of travel poster
• Fans of retro
• Fans of adventure


✦ PRODUCT DETAILS:
• Premium matte poster paper
• Available: 8×10, 11×14, 16×20, 18×24, 24×36 inches
• Fade-resistant print
• Ships in protective tube
• Unframed

✦ SHIPPING:
All items are printed on demand. Please allow 3-7 business days for production + shipping time.

All sales are final for custom print-on-demand items unless damaged/defective.",19.99,999,"pampas sunset, south america, travel poster, retro, adventure, wall art, art print, home decor, poster print","Cotton, Ceramic, Poster Paper",i_did,FALSE,made_to_order,Art & Collectibles > Prints > Digital Prints,Standard Shipping,South America Collection,Size,"8x10, 11x14, 16x20, 18x24, 24x36",ASUINK-D20-PO,D20,Art Print,South America
